ID	entity	group	role	mbfc	RE	HI	CO	MO	EC
202	Democratic presidential candidates	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	False	False	False
202	Energy Secretary Rick Perry	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	False	False	False
202	carbon emissions	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	False
202	man-made greenhouse gases	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	False
202	zero-emissions technology	GREEN_TECHNOLOGY_INNOVATION	hero	left_center_bias	True	False	False	False	False
203	Brazil's Amazon rainforest	ANIMALS_NATURE_ENVIRONMENT	victim	left_center_bias	False	False	False	False	False
203	Far-right President Jair Bolsonaro	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	False	False	False	False	False
207	climate change	CLIMATECHANGE	villain	left_center_bias	True	False	True	False	True
207	the left-leaning Greens'	ENV.ORGS_ACTIVISTS	hero	left_center_bias	True	False	True	False	True
210	Climate asylum seekers	GENERALPUBLIC	victim	left_center_bias	True	False	False	False	True
210	O'Rourke	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	False	False	True
210	O'Rourke	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	True	False	False	False	True
210	O'Rourke	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	False	False	True
210	his home state of Texas	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	True	False	False	False	True
210	carbon emissions	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	True
210	Carbon emissions	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	True
210	Cap-and-trade system	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	False	False	True
211	millions into poverty	GENERALPUBLIC	victim	left_center_bias	True	False	True	False	False
211	Donald Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	True	False	True	False	False
211	the United States	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	True	False	True	False	False
211	the United States	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	True	False	True	False	False
211	Pope	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	True	False	False
211	the Paris climate agreement	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	True	False	False
212	carbon emissions	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	True	True
212	emissions	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	True	True
212	Green New Deal	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	False	True	True
212	a bold new proposal for tackling global warming	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	False	True	True
213	Climate activists	ENV.ORGS_ACTIVISTS	hero	left_center_bias	False	False	True	False	False
213	President Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	False	False	True	False	False
213	Florida	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	False	False	True	False	False
213	South Florida	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	False	False	True	False	False
215	President Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	False	False	False	False	True
215	The United States	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	False	False	False	False	True
215	greenhouse gases	INDUSTRY_EMISSIONS	villain	left_center_bias	False	False	False	False	True
216	extreme heat	ANIMALS_NATURE_ENVIRONMENT	villain	left_center_bias	False	False	False	False	False
216	face temperatures of 90F 32C and higher	ANIMALS_NATURE_ENVIRONMENT	villain	left_center_bias	False	False	False	False	False
216	Americans	GENERALPUBLIC	victim	left_center_bias	False	False	False	False	False
219	California	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	False	False	True	False	True
219	California	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	False	False	True	False	True
219	The Trump administration	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	False	False	True	False	True
219	Environmental Protection Agency Administrator Andrew Wheeler	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	False	False	True	False	True
221	climate	ANIMALS_NATURE_ENVIRONMENT	victim	left_center_bias	True	False	True	False	False
221	land and marine animals	ANIMALS_NATURE_ENVIRONMENT	victim	left_center_bias	True	False	True	False	False
221	President Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	True	False	True	False	False
221	a U.S. judge	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	True	False	False
221	U.S. District Court	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	True	False	False
222	The environment	ANIMALS_NATURE_ENVIRONMENT	victim	left_center_bias	True	False	False	False	False
222	climate change	CLIMATECHANGE	victim	left_center_bias	True	False	False	False	False
222	Plastic bags	INDUSTRY_EMISSIONS	hero	left_center_bias	True	False	False	False	False
223	people	GENERALPUBLIC	victim	left_center_bias	True	False	False	False	False
223	people in the pollution	GENERALPUBLIC	victim	left_center_bias	True	False	False	False	False
223	South Asians	GENERALPUBLIC	victim	left_center_bias	True	False	False	False	False
223	China	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	False	False	False
223	India's Supreme Court	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	False	False	False
223	Supreme Court	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	False	False	False
223	agricultural burning	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	False
223	The burning	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	False
225	Air quality	ANIMALS_NATURE_ENVIRONMENT	victim	left_center_bias	False	False	False	False	False
225	premature deaths	GENERALPUBLIC	victim	left_center_bias	False	False	False	False	False
225	health	GENERALPUBLIC	victim	left_center_bias	False	False	False	False	False
225	The Environmental Protection Agency	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	False	False	False	False	False
225	Clean Power Plan	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	False	False	False	False	False
227	His	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	False	False	False	False	False
227	Jay Inslee	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	False	False	False	False	False
228	climate change	CLIMATECHANGE	victim	left_center_bias	True	False	False	False	True
228	Owner Peter Melnik, a fourth-generation dairy farmer	GENERALPUBLIC	hero	left_center_bias	True	False	False	False	True
228	Food waste in landfills	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	True
228	Wasted food	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	True
228	waste	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	True
228	Vanguard Renewables	GREEN_TECHNOLOGY_INNOVATION	hero	left_center_bias	True	False	False	False	True
228	an anaerobic digester	GREEN_TECHNOLOGY_INNOVATION	hero	left_center_bias	True	False	False	False	True
229	the United States	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	True	False	False	False	False
229	Nations	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	True	False	False	False	False
229	Nations	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	True	False	False	False	False
229	Global greenhouse gas emissions	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	False
229	Global greenhouse gas emissions	INDUSTRY_EMISSIONS	victim	left_center_bias	True	False	False	False	False
229	a special United Nations Summit on climate change	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	False	False	False
229	the 2015 Paris Agreement on climate change	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	False	False	False
230	Climate change	CLIMATECHANGE	villain	left_center_bias	False	False	True	False	False
230	the Australian city of Sydney	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	False	False	True	False	False
230	The government	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	False	False	True	False	False
230	The government	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	False	False	True	False	False
231	youth climate activism	ENV.ORGS_ACTIVISTS	hero	left_center_bias	True	False	True	False	False
231	they	ENV.ORGS_ACTIVISTS	hero	left_center_bias	True	False	True	False	False
231	they	ENV.ORGS_ACTIVISTS	victim	left_center_bias	True	False	True	False	False
231	Louisiana Republican Rep. Garret Graves	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	True	False	True	False	False
233	reforestation	ANIMALS_NATURE_ENVIRONMENT	hero	left_center_bias	True	False	False	False	False
233	Earth	GENERALPUBLIC	victim	left_center_bias	True	False	False	False	False
233	Emissions from agricultural production	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	False	False	False
233	the United Nations panel on climate change	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	False	False	False
237	human-induced climate change	CLIMATECHANGE	villain	left_center_bias	False	True	False	False	False
237	international community	GENERALPUBLIC	hero	left_center_bias	False	True	False	False	False
237	Mozambique	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	False	True	False	False	False
237	the southern African nation	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	left_center_bias	False	True	False	False	False
237	cyclone-hit northern Mozambique	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	False	True	False	False	False
238	planet	ANIMALS_NATURE_ENVIRONMENT	victim	left_center_bias	True	False	True	False	False
238	the Trump administration	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	True	False	True	False	False
238	Carbon emissions	INDUSTRY_EMISSIONS	villain	left_center_bias	True	False	True	False	False
238	The Green New Deal	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	True	False	False
238	U.S climate response	LEGISLATION_POLICIES_RESPONSES	victim	left_center_bias	True	False	True	False	False
239	Schumer	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	left_center_bias	True	False	True	False	False
239	the Trump administration's	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	left_center_bias	True	False	True	False	False
239	Green New Deal	LEGISLATION_POLICIES_RESPONSES	hero	left_center_bias	True	False	True	False	False
239	the science behind climate change	SCIENCE_EXPERTS_SCI.REPORTS	victim	left_center_bias	True	False	True	False	False
240	climate and ecological crisis	CLIMATECHANGE	victim	questionable_source	False	True	True	False	False
240	Greta Thunberg	ENV.ORGS_ACTIVISTS	hero	questionable_source	False	True	True	False	False
240	People	GENERALPUBLIC	victim	questionable_source	False	True	True	False	False
240	Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	True	True	False	False
240	international delegates	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	True	True	False	False
242	The globe	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	True	True	True	True	False
242	Thunberg	ENV.ORGS_ACTIVISTS	hero	questionable_source	True	True	True	True	False
242	Thunberg	ENV.ORGS_ACTIVISTS	villain	questionable_source	True	True	True	True	False
242	We	ENV.ORGS_ACTIVISTS	hero	questionable_source	True	True	True	True	False
242	one young woman	GENERALPUBLIC	victim	questionable_source	True	True	True	True	False
242	we	GENERALPUBLIC	victim	questionable_source	True	True	True	True	False
242	the people	GENERALPUBLIC	victim	questionable_source	True	True	True	True	False
242	United Nations	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	True	True	True	False
242	Climate emissions	INDUSTRY_EMISSIONS	villain	questionable_source	True	True	True	True	False
242	polluters	INDUSTRY_EMISSIONS	villain	questionable_source	True	True	True	True	False
245	Republican Party	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	True	False	False	False	True
245	some young conservatives	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	False	False	True
245	the Young Conservatives for Carbon Dividends	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	False	False	True
245	Fossil fuel companies	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	False	True
245	Carbon tax	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	True	False	False	False	True
250	A young activist from US Youth Climate Strike	ENV.ORGS_ACTIVISTS	victim	questionable_source	False	False	True	False	False
250	Joe Biden	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
252	mining and agricultural communities	GENERALPUBLIC	victim	questionable_source	False	False	False	True	True
252	people	GENERALPUBLIC	victim	questionable_source	False	False	False	True	True
252	Democrats	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	False	True	True
252	Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	False	True	True
252	the top ten Democratic candidates for president in 2020	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	False	True	True
252	U.S Economy	INDUSTRY_EMISSIONS	victim	questionable_source	False	False	False	True	True
252	CNN	MEDIA_JOURNALISTS	villain	questionable_source	False	False	False	True	True
253	Amazon rainforest	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	True	False	True	False	False
253	The Amazon Rainforest	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	True	False	True	False	False
253	Wildfires	ANIMALS_NATURE_ENVIRONMENT	villain	questionable_source	True	False	True	False	False
253	G7 nations	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	True	False	False
253	Macron	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	True	False	False
253	President Bolsonaro	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	True	False	True	False	False
253	President Bolsonaro	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	True	False	True	False	False
254	man-made climate change	CLIMATECHANGE	villain	questionable_source	True	False	False	False	True
254	Black Communities	GENERALPUBLIC	victim	questionable_source	True	False	False	False	True
254	People of color	GENERALPUBLIC	hero	questionable_source	True	False	False	False	True
254	People of color	GENERALPUBLIC	victim	questionable_source	True	False	False	False	True
254	Green New Deal	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	True	False	False	False	True
254	lawmakers	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	True	False	False	False	True
259	Climate change	CLIMATECHANGE	villain	questionable_source	False	False	True	False	False
259	the climate change activists who are striking on Black Friday	ENV.ORGS_ACTIVISTS	villain	questionable_source	False	False	True	False	False
259	Humanity's future	GENERALPUBLIC	victim	questionable_source	False	False	True	False	False
259	shoppers at the Water Tower Place	GENERALPUBLIC	victim	questionable_source	False	False	True	False	False
259	Congress	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
259	Congress	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	True	False	False
260	Americans	GENERALPUBLIC	victim	questionable_source	True	False	False	False	False
260	Democrat presidential candidate and billionaire Tom Steyer	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	False	False	False
260	Fossil fuels	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	False	False
263	President Donald Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	True	False	True
263	Congresswoman Alexandria Ocasio-Cortez	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	True	False	True	False	True
263	fossil fuels	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	True	False	True
263	nuclear power	INDUSTRY_EMISSIONS	hero	questionable_source	True	False	True	False	True
263	US economy	INDUSTRY_EMISSIONS	victim	questionable_source	True	False	True	False	True
263	Green New Deal	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	True	False	True	False	True
263	the Green New Deal	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	True	False	True	False	True
265	Global warming activist Greta Thunberg	ENV.ORGS_ACTIVISTS	hero	questionable_source	False	False	True	False	False
265	President Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
265	President Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	questionable_source	False	False	True	False	False
266	his	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	False	True	False
266	his	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	questionable_source	False	False	False	True	False
266	Pope Francis	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	False	True	False
270	woman	GENERALPUBLIC	victim	questionable_source	False	False	True	False	False
270	Biden	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	True	False	False
270	Biden	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
270	fossil fuel corporations	INDUSTRY_EMISSIONS	villain	questionable_source	False	False	True	False	False
271	water supply	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	True	False	False	False	False
271	climate change	CLIMATECHANGE	victim	questionable_source	True	False	False	False	False
271	Communities	GENERALPUBLIC	victim	questionable_source	True	False	False	False	False
271	surrounding communities	GENERALPUBLIC	victim	questionable_source	True	False	False	False	False
271	Sanders	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	False	False	False
271	Fracking	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	False	False
277	Community protest	ENV.ORGS_ACTIVISTS	hero	questionable_source	False	False	False	False	False
277	Bottled water firm Crystal Geyser's	INDUSTRY_EMISSIONS	villain	questionable_source	False	False	False	False	False
277	the local press	MEDIA_JOURNALISTS	hero	questionable_source	False	False	False	False	False
278	Elizabeth Warren	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	False	False	False
278	fossil fuels	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	False	False
278	Fracking	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	False	False
278	Fracking	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	False	False
278	Elizabeth Warren Promises Day One Executive Order on Fossil Fuel Leases, Pledges to Ban Fracking Warren	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	True	False	False	False	False
279	strike	ENV.ORGS_ACTIVISTS	hero	questionable_source	False	True	True	False	False
279	Teenage climate activist Greta Thunberg	ENV.ORGS_ACTIVISTS	villain	questionable_source	False	True	True	False	False
279	Teenage climate activist Greta Thunberg	ENV.ORGS_ACTIVISTS	victim	questionable_source	False	True	True	False	False
279	her mother	GENERALPUBLIC	victim	questionable_source	False	True	True	False	False
279	us	GENERALPUBLIC	victim	questionable_source	False	True	True	False	False
279	emissions	INDUSTRY_EMISSIONS	villain	questionable_source	False	True	True	False	False
282	environement	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	False	False	False	True	False
282	Pope Francis	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	False	True	False
282	the Catholic Church	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	False	True	False
282	Corporations	INDUSTRY_EMISSIONS	villain	questionable_source	False	False	False	True	False
282	Pollution	INDUSTRY_EMISSIONS	villain	questionable_source	False	False	False	True	False
283	The planet	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	True	False	True	False	False
283	The planet	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	True	False	True	False	False
283	Climate change	CLIMATECHANGE	villain	questionable_source	True	False	True	False	False
283	Thunberg	ENV.ORGS_ACTIVISTS	hero	questionable_source	True	False	True	False	False
283	Donald Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	True	False	True	False	False
283	Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	True	False	True	False	False
283	U.S Politicians	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	True	False	False
283	human activity	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	True	False	False
286	ordinary citizens	GENERALPUBLIC	victim	questionable_source	False	True	True	True	False
286	Progressive political elites	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	True	True	True	False
287	the U.S.	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	False	False	False
287	China the planet's worst greenhouse gas emitter	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	True	False	False	False	False
288	global warming	CLIMATECHANGE	villain	questionable_source	False	False	True	False	False
288	climate alarmists	ENV.ORGS_ACTIVISTS	villain	questionable_source	False	False	True	False	False
288	Great Britain	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	questionable_source	False	False	True	False	False
288	The declaration's signers	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	True	False	False
288	European Climate Declaration	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	False	False	True	False	False
289	President Donald Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
289	the United Nations	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	True	False	False
289	Global climate response	LEGISLATION_POLICIES_RESPONSES	victim	questionable_source	False	False	True	False	False
289	the global warming meeting	LEGISLATION_POLICIES_RESPONSES	victim	questionable_source	False	False	True	False	False
290	President Donald Trump's eldest son Don Jr.	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
291	Environmentalists in California	ENV.ORGS_ACTIVISTS	hero	questionable_source	False	False	True	False	True
291	Environmentalists in California	ENV.ORGS_ACTIVISTS	villain	questionable_source	False	False	True	False	True
291	Californians	GENERALPUBLIC	victim	questionable_source	False	False	True	False	True
291	cooks who love to prepare food with flame	GENERALPUBLIC	victim	questionable_source	False	False	True	False	True
291	Natural gas	INDUSTRY_EMISSIONS	villain	questionable_source	False	False	True	False	True
291	natural gas companies	INDUSTRY_EMISSIONS	victim	questionable_source	False	False	True	False	True
292	Democratic presidential frontrunner Joe Biden	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
294	minority communities	GENERALPUBLIC	victim	questionable_source	True	False	False	False	True
294	minority communties	GENERALPUBLIC	victim	questionable_source	True	False	False	False	True
294	Sen. Elizabeth Warren D-MA	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	False	False	True
294	Industrial pollution	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	False	True
297	he	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	False	False	True
297	Southern California	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	questionable_source	False	False	False	False	True
297	Natural gas	INDUSTRY_EMISSIONS	villain	questionable_source	False	False	False	False	True
297	Green New Deal	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	False	False	False	False	True
300	Swedish teen climate activist Greta Thunberg	ENV.ORGS_ACTIVISTS	hero	questionable_source	False	False	True	False	False
300	Swedish teen climate activist Greta Thunberg	ENV.ORGS_ACTIVISTS	villain	questionable_source	False	False	True	False	False
300	US President Donald Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	True	False	False
300	US President Donald Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
304	biodiversity	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	True	False	False	True	False
304	the Earth	ANIMALS_NATURE_ENVIRONMENT	victim	questionable_source	True	False	False	True	False
304	Christians	GENERALPUBLIC	hero	questionable_source	True	False	False	True	False
304	Madagascar	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	questionable_source	True	False	False	True	False
304	Pope Francis	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	True	False	False	True	False
304	excessive deforestation	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	True	False
304	greenhouse gas emissions	INDUSTRY_EMISSIONS	villain	questionable_source	True	False	False	True	False
305	Democratic presidential frontrunner Joe Biden	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	False	True	False	False
308	drought	ANIMALS_NATURE_ENVIRONMENT	villain	questionable_source	False	True	False	False	False
308	Global climate change	CLIMATECHANGE	villain	questionable_source	False	True	False	False	False
308	Indians	GENERALPUBLIC	victim	questionable_source	False	True	False	False	False
308	India	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	questionable_source	False	True	False	False	False
308	India	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	questionable_source	False	True	False	False	False
308	Improved water distribution systems	GREEN_TECHNOLOGY_INNOVATION	hero	questionable_source	False	True	False	False	False
309	Hurricane Maria	ANIMALS_NATURE_ENVIRONMENT	villain	questionable_source	True	False	False	False	False
309	with the climate crisis	CLIMATECHANGE	villain	questionable_source	True	False	False	False	False
309	the poorest communities	GENERALPUBLIC	victim	questionable_source	True	False	False	False	False
309	Puerto Rico	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	questionable_source	True	False	False	False	False
309	his climate plan	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	True	False	False	False	False
309	Julian Castro's Climate Plan	LEGISLATION_POLICIES_RESPONSES	hero	questionable_source	True	False	False	False	False
310	the US	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	questionable_source	False	False	False	False	False
310	coal	INDUSTRY_EMISSIONS	villain	questionable_source	False	False	False	False	False
310	The trend	INDUSTRY_EMISSIONS	villain	questionable_source	False	False	False	False	False
310	Renewables	GREEN_TECHNOLOGY_INNOVATION	hero	questionable_source	False	False	False	False	False
314	Amron	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	right_bias	False	False	True	False	True
314	New York City's	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	right_bias	False	False	True	False	True
314	Susan Amron	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	right_bias	False	False	True	False	True
314	oil companies	INDUSTRY_EMISSIONS	villain	right_bias	False	False	True	False	True
314	the industry's	INDUSTRY_EMISSIONS	victim	right_bias	False	False	True	False	True
314	New York City's climate lawsuits	LEGISLATION_POLICIES_RESPONSES	hero	right_bias	False	False	True	False	True
315	the country	GENERALPUBLIC	victim	right_bias	True	False	True	False	False
315	California	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	right_bias	True	False	True	False	False
315	President Trump	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	right_bias	True	False	True	False	False
315	America	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	right_bias	True	False	True	False	False
315	Jerry Brown	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	right_bias	True	False	True	False	False
316	the U.S.	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	right_bias	True	True	True	False	True
316	the Obama administration	GOVERNMENTS_POLITICIANS_POLIT.ORGS	villain	right_bias	True	True	True	False	True
316	the Trump White House	GOVERNMENTS_POLITICIANS_POLIT.ORGS	hero	right_bias	True	True	True	False	True
316	The U.S	GOVERNMENTS_POLITICIANS_POLIT.ORGS	victim	right_bias	True	True	True	False	True
316	American fossil-fuel energy development	INDUSTRY_EMISSIONS	victim	right_bias	True	True	True	False	True
316	Fossil fuel industries	INDUSTRY_EMISSIONS	victim	right_bias	True	True	True	False	True
316	memorandum	LEGISLATION_POLICIES_RESPONSES	villain	right_bias	True	True	True	False	True
317	activists and politicians linking natural disasters to man-made global warming	ENV.ORGS_ACTIVISTS	villain	right_bias	False	False	True	False	False
