id,_source,_mbfc,_opinion,_year,_text,ar1_LL,ar1_CA,ar1_AR,ar1_DA,ar1a_LL,ar1a_CA,ar1a_AR,ar1a_DA,ar2_LL,ar2_CA,ar2_AR,ar2_DA,ar3_LL,ar3_CA,ar3_AR,ar3_DA,ar4_LL,ar4_CA,ar4_AR,ar4_DA,ar5_LL,ar5_CA,ar5_AR,ar5_DA,hi1_LL,hi1_CA,hi1_AR,hi1_DA,hi2_LL,hi2_CA,hi2_AR,hi2_DA,hi5_LL,hi5_CA,hi5_AR,hi5_DA,co1_LL,co1_CA,co1_AR,co1_DA,co2_LL,co2_CA,co2_AR,co2_DA,co3_LL,co3_CA,co3_AR,co3_DA,mo1_LL,mo1_CA,mo1_AR,mo1_DA,mo2_LL,mo2_CA,mo2_AR,mo2_DA,mo3_LL,mo3_CA,mo3_AR,mo3_DA,ec1_LL,ec1_CA,ec1_AR,ec1_DA,ec2_LL,ec2_CA,ec2_AR,ec2_DA,ec3_LL,ec3_CA,ec3_AR,ec3_DA,comm_LL,comm_CA,comm_AR,comm_DA,ar6_LL,ar6_CA,ar6_AR,ar6_DA,ar7_LL,ar7_CA,ar7_AR,ar7_DA,hi3_LL,hi3_CA,hi3_AR,hi3_DA,hi4_LL,hi4_CA,hi4_AR,hi4_DA,co4_LL,co4_CA,co4_AR,co4_DA,ar6_ents_LL,ar6_ents_CA,ar6_ents_AR,ar6_ents_DA,ar7_ents_LL,ar7_ents_CA,ar7_ents_AR,ar7_ents_DA,hi3_ents_LL,hi3_ents_CA,hi3_ents_AR,hi3_ents_DA,hi4_ents_LL,hi4_ents_CA,hi4_ents_AR,hi4_ents_DA,ar1a_ents_LL,ar1a_ents_CA,ar1a_ents_AR,ar1a_ents_DA,co4_ents_winner_LL,co4_ents_winner_CA,co4_ents_winner_AR,co4_ents_winner_DA,co4_ents_loser_LL,co4_ents_loser_CA,co4_ents_loser_AR,co4_ents_loser_DA
565,breitbart,questionable_source,False,2018,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,n/a: problem is resolved,n/a: problem is resolved,-1,-1,no,no,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,['other'  'University of Auckland study'],[],-1,-1,['other'  'Rising sea levels'],['Tuvalu 0'  'alarmists'],-1,-1,[],[],-1,-1,[],[],-1,-1,['Delingpole: â\x80\x98Sinkingâ\x80\x99 Pacific Island Actually Getting Bigger Shock'],['pacific islands are not sinking'],-1,-1,['other'  'climate skeptics'],['no_winner'],-1,-1,['other'  'the UN'],['Tuvalu â\x80\x99s representative Ian Fry 3'],-1,-1
583,TheBlaze,right_bias,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,['other'  'Seawalls'],['James â\x80\x9c Ooker â\x80\x9d Eskridge 0'],-1,-1,['erosion 6'],['Al Gore â\x80\x99s 3'],-1,-1,['an island disappearing in the Chesapeake Bay 1'],['an island disappearing in the Chesapeake Bay 1'],-1,-1,[],[],-1,-1,['Mayor of disappearing island faces Al Gore and shuts down global warming claim'],['Mayor of disappearing island faces Al Gore and shuts down global warming claim'],-1,-1,[],['James â\x80\x9c Ooker â\x80\x9d Eskridge 0'],-1,-1,[],['Al Gore â\x80\x99s 3'],-1,-1
354,drudgereport,right_bias,False,2018,-1,yes,not_relevant,-1,yes,no,not_relevant,-1,no,no,not_relevant,-1,yes,yes,not_relevant,-1,no,n/a: problem is resolved,not_relevant,-1,yes,no,not_relevant,-1,no,no,not_relevant,-1,yes,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,no,not_relevant,-1,no,,not_relevant,-1,,yes,not_relevant,-1,yes,yes,not_relevant,-1,yes,no,not_relevant,-1,yes,no,not_relevant,-1,no,no,not_relevant,-1,no,['other'  'Sustainable pastoralism'],not_relevant,-1,['pastoralists 6'],['other'  'Climate change'],not_relevant,-1,['other'  'Climate change '],[],not_relevant,-1,"[""the ' Green Sahara' 3""]",[],not_relevant,-1,[],['Study suggests early pastoralists in North Africa delayed onset of Sahara desert through sustainability.'],not_relevant,-1,"[""Study shows that humans practicing sustainable 'pastoralism' may have delayed onset of the Sahara desert by 500 years""]",[],not_relevant,-1,[],[],not_relevant,-1,[]
21,redstate,right_bias,False,2019,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,yes,-1,-1,[],[],-1,-1,['Freshman Democrat Alexandria Ocasio - Cortez 0'],['Freshman Democrat Alexandria Ocasio - Cortez 0'],-1,-1,['America 1'],['America 1'],-1,-1,[],['Freshman Democrat Alexandria Ocasio - Cortez 0'],-1,-1,['Hereâ\x80\x99s the Outrageous Cost of Ocasio-Cortezâ\x80\x99s â\x80\x9cGreen New Dealâ\x80\x9d'],['Hereâ\x80\x99s the Outrageous Cost of Ocasio-Cortezâ\x80\x99s â\x80\x9cGreen New Dealâ\x80\x9d'],-1,-1,[],['Freshman Democrat Alexandria Ocasio - Cortez 0'],-1,-1,[],['America 1'],-1,-1
76,drudgereport,right_bias,False,2019,-1,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,,-1,-1,,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,['some ordinary Americans 1'],-1,-1,['other'  'climate action'],['other'  'consumption excessive society'],-1,-1,['other'  'Carbon emissions'],[],-1,-1,['other'  'Tha planet '],[],-1,-1,[],['Overview of how some climate activists do their part and enact change in their personal lives.'],-1,-1,['Many climate activists are making large changes in their personal lives to reduce their carbon footprint'],[],-1,-1,[],[],-1,-1,[]
59,foxnews,right_bias,False,2019,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,[],[],-1,-1,['The Green New Deal 2'],['Cortez 3'],-1,-1,['other'  'Democratic Party'],[],-1,-1,[],['other'  'left-wing'],-1,-1,"[""WSJ writer slams Ocasio-Cortez's Green New Deal  says it looks like Dem parody bill""]","[""WSJ writer slams Ocasio-Cortez's Green New Deal  says it looks like Dem parody bill""]",-1,-1,[],['no_winner'],-1,-1,[],['the proposed Green New Deal 0'],-1,-1
607,The Daily Caller,right_bias,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,,,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,['A coalition of states 0'],[],-1,-1,['the Trump administration â\x80\x99s 2'],['Schneiderman 4'],-1,-1,[],[],-1,-1,[],[],-1,-1,['States File Legal Challenge Asserting Trumpâ\x80\x99s EPA MUST Fight Global Warming'],['States File Legal Challenge Asserting Trumpâ\x80\x99s EPA MUST Fight Global Warming'],-1,-1,[],[],-1,-1,[],[],-1,-1
508,theguardian,left_center_bias,False,2018,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,no,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,[],['other'  'Moms Clean Air Force; the American Lung Association '],-1,-1,['Environmental Protection Agency 1'],['Environmental Protection Agency 1'],-1,-1,['other'  'environmental regulation and enforcement'],['other'  'mainstream climate - change groups '],-1,-1,['a conservative group that dismisses climate change 2'],['a conservative group that dismisses climate change 2'],-1,-1,['Senior EPA officials collaborated with climate change denial group  emails show'],['Senior EPA officials collaborated with climate change denial group  emails show'],-1,-1,[],['a conservative group that dismisses climate change 2'],-1,-1,[],['no_loser'],-1,-1
532,cbsnews,left_center_bias,False,2018,-1,yes,yes,-1,yes,yes,no,-1,yes,yes,yes,-1,no,no,no,-1,no,yes,yes,-1,no,no,yes,-1,yes,no,yes,-1,no,yes,no,-1,no,no,no,-1,no,yes,yes,-1,yes,yes,yes,-1,yes,no,no,-1,yes,no,no,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,,,-1,,no,yes,-1,no,yes,yes,-1,yes,yes,yes,-1,yes,no,no,-1,no,no,no,-1,no,[],['other'  'forest management'],-1,[],"['other'  '""environmental terrorist groups""; climate change']",['other'  'environmental groups'],-1,['other'  'Climate change; environmental groups'],['California 1'],['California 1'],-1,['California 1'],[],[],-1,[],['After denying link  interior secretary says climate change impacts wildfires'],['ryan zinke agrees climate is changing  but the environmental groups are also to blame for the California  fire'],-1,['After denying link  interior secretary says climate change impacts wildfires'],[],[],-1,[],[],[],-1,[]
866,RT,questionable_source,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,[],[],-1,-1,['Hurricane Harvey 1'],['Exxon 3'],-1,-1,['other'  'Texan air quality'],['Texas 0'],-1,-1,[],[],-1,-1,['Texas air pollution sensors switched off as refineries seep toxic chemicals into air & water'],['Texas air pollution sensors switched off as refineries seep toxic chemicals into air & water'],-1,-1,[],[],-1,-1,[],[],-1,-1
305,rt,questionable_source,False,2019,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,[],[],-1,-1,['Democratic presidential frontrunner Joe Biden 0'],['Democratic presidential frontrunner Joe Biden 0'],-1,-1,[],[],-1,-1,[],[],-1,-1,['Is he OK? Bidenâ\x80\x99s eye fills with BLOOD as he defends fossil fuel ties at climate forum (VIDEO)'],['Is he OK? Bidenâ\x80\x99s eye fills with BLOOD as he defends fossil fuel ties at climate forum (VIDEO)'],-1,-1,[],['no_winner'],-1,-1,[],['Democratic presidential frontrunner Joe Biden 0'],-1,-1
179,pbs,left_center_bias,False,2019,-1,yes,yes,-1,yes,yes,yes,-1,no,no,no,-1,no,no,no,-1,no,no,yes,-1,no,no,yes,-1,yes,no,yes,-1,yes,no,no,-1,yes,no,no,-1,no,yes,yes,-1,yes,yes,yes,-1,yes,yes,yes,-1,yes,no,no,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,yes,no,-1,yes,,,-1,,no,yes,-1,no,yes,yes,-1,yes,yes,yes,-1,yes,no,no,-1,no,no,no,-1,yes,[],['Collins 3'],-1,[],['other'  'The Senate'],['former coal industry lobbyist Andrew Wheeler 1'],-1,['former coal industry lobbyist Andrew Wheeler 1'],['the Environmental Protection Agency 0'],['other'  'public health; children'],-1,['other'  'Americans '],[],[],-1,[],['Senate confirms acting EPA chief Andrew Wheeler for permanent role'],['Senate confirms acting EPA chief Andrew Wheeler for permanent role'],-1,['Senate confirms acting EPA chief Andrew Wheeler for permanent role despite his lack of strong support for climate change policy'],[],[],-1,['other'  'Republicans '],[],[],-1,['other'  'Democrats and one Republican']
798,BBC,left_center_bias,False,2017,-1,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant
713,The Huffington Post,left_bias,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,yes,-1,-1,['other'  'Congress'],['other'  'Impeachment Of Scott Pruitt'],-1,-1,['other'  'Scott Pruitt'],['his 0'],-1,-1,['other'  'the United States  '],['other'  'environement; American lives'],-1,-1,[],['Trump 6'],-1,-1,['Preparing For The Impeachment Of Scott Pruitt: An Open Letter To Members Of Congress'],['Preparing For The Impeachment Of Scott Pruitt: An Open Letter To Members Of Congress'],-1,-1,[],['no_winner'],-1,-1,[],['no_loser'  'taxpayers; American lives ; environment'],-1,-1
367,nationalreview,right_bias,False,2018,-1,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,,-1,-1,,no,-1,-1,no,yes,-1,-1,yes,no,-1,-1,yes,no,-1,-1,no,yes,-1,-1,no,[],-1,-1,[],['other'  'Numerous jurisdictions; The Union of Concerned Scientists'],-1,-1,['other'  'Lawsuits against energy companies'],[],-1,-1,['energy companies 0'],[],-1,-1,[],['Suing energy companies for the effects of climate change is a poor way to address the environmental harms of energy production.'],-1,-1,['Suing energy companies is ineffectual to limit global warming'],['other'  'Tennessee Valley Authority '],-1,-1,[],['other'  'North Carolina'],-1,-1,[]
44,thedailycaller,right_bias,False,2019,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,['other'  'Climate activists '],[],-1,-1,['man - made climate change 2'],['other'  'kids; young students'],-1,-1,[],[],-1,-1,[],[],-1,-1,['Kids Around The World Are Mobilizing for Climate Strikes'],['Kids Around The World Are Using Climate Change As An Excuse To Skip School'],-1,-1,[],[],-1,-1,[],[],-1,-1
473,thehuffingtonpost,left_bias,False,2018,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,,,-1,-1,yes,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,['Sanders 0'],[],-1,-1,['other'],['other'  'AOC'],-1,-1,[],[],-1,-1,[],[],-1,-1,['Bernie Sanders Stakes Out Forceful Climate Stance  Leapfrogging The 2020 Field'],['Bernie Sanders Stakes Out Forceful Climate Stance'],-1,-1,[],[],-1,-1,[],[],-1,-1
57,nationalreview,right_bias,False,2019,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,,3 is coded as America and the United Nations  but in my answer to q6 i meant America,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,['other'  'Nuclear'],['The United Nations 3'],-1,-1,['other'  'climate alarmists  '],['climate - change warriors 6'],-1,-1,['other'  'climate response'],['the planet 0'],-1,-1,[],[],-1,-1,['Democrats Take a Nonsensical Approach to Climate Change'],['Democrats Take a Nonsensical Approach to Climate Change'],-1,-1,[],[],-1,-1,[],[],-1,-1
331,theblaze,right_bias,False,2018,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,n/a: problem is resolved,n/a: problem is resolved,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,no,-1,-1,['other'  'udge Brian Morris of the U.S. District Court'],['A federal judge 0'],-1,-1,['other'  'U.S. State Department; the TransCanada Keystone Pipeline; the TransCanada Corporation'],['the Keystone XL pipeline 1'],-1,-1,[],[],-1,-1,[],[],-1,-1,['Federal judge blocks Keystone XL pipeline'],['Federal judge blocks Keystone XL pipeline'],-1,-1,['A federal judge 0'],[],-1,-1,['the Keystone XL pipeline 1'],[],-1,-1
576,dailymail,questionable_source,False,2018,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,['the Paris Agreement 1'],['the world 2'],-1,-1,['Donald Trump 0'],['Donald Trump 0'],-1,-1,[],['the world 2'],-1,-1,[],[],-1,-1,"[""Trump's words and actions threaten to derail climate change efforts""]","[""Trump's words and actions threaten to derail climate change efforts""]",-1,-1,[],[],-1,-1,[],[],-1,-1
859,Breitbart,questionable_source,False,2017,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,n/a: problem is resolved,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,['Trump 4'],-1,-1,-1,['other'  'Obama; Clean Power Plan'],-1,-1,-1,['other'  'manufacturing and energy sector '],-1,-1,-1,['other'  'manufacturing and energy sector '],-1,-1,-1,['H. Sterling Burnett: Trump Cuts Clean Power Plan  Boosts Americaâ\x80\x99s Prospects'],-1,-1,-1,[],-1,-1,-1,[],-1,-1,-1
625,Drudge Report,right_bias,False,2017,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1,not_relevant,not_relevant,-1,-1
450,thehuffingtonpost,left_bias,False,2018,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,[],['other'  'We'],-1,-1,['The Trump administration 0'],['The Trump administration 0'],-1,-1,[],['other'  'the US'],-1,-1,[],[],-1,-1,"[""White House Officials Reportedly Considered Just 'Ignoring' New Climate Research""]","[""White House Officials Reportedly Considered Just 'Ignoring' New Climate Research""]",-1,-1,[],[],-1,-1,[],[],-1,-1
339,thedailycaller,right_bias,False,2018,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,['other'  'U.S. Courts'],['US District Judge William Alsup 6'],-1,-1,['other'  'Progressive cities'],['claims 2'],-1,-1,['other'  'taxpayers'],['other'  'taxpayers'],-1,-1,[],[],-1,-1,['All These Climate Change Lawsuits Will Be Thrown Out'],['All These Climate Change Lawsuits Will Be Thrown Out'],-1,-1,[],['no_winner'],-1,-1,[],['More than a dozen climate lawsuits 3'],-1,-1
399,cnn,left_bias,False,2018,-1,yes,yes,yes,-1,yes,yes,no,-1,yes,yes,no,-1,no,no,no,-1,no,yes,no,-1,no,yes,yes,-1,no,yes,yes,-1,no,no,no,-1,no,no,no,-1,yes,yes,yes,-1,yes,yes,no,-1,yes,yes,yes,-1,no,yes,no,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,no,yes,-1,no,yes,yes,-1,,,,-1,no,no,no,-1,yes,yes,yes,-1,yes,yes,yes,-1,no,yes,yes,-1,no,no,no,-1,[],[],[],-1,['the Trump administration 1'],['the Trump administration 1'],['the Trump administration 1'],-1,['the US 3'],['other'  'animals; humans; environments'],['other'  ' the US economy   environment   and human health and well - being'],-1,[],['Interior Secretary Ryan Zinke 4'],"['Interior Secretary Ryan Zinke 4'  'Although  Zinke is discussing benefits for ""Americans"" so it may be more explicitly the americans who are suggested to benefit']",-1,['5 things the Trump admin has done that go against its climate change warning'],['5 things the Trump admin has done that go against its climate change warning'],['Trump adminstration has made decisions which are against its climate change warning'],-1,[],[],[],-1,[],[],[],-1
